1000
1	1000
717	817	1301
717	887	1308
717	112	2329
717	65	2965
717	768	412
717	280	2584
717	760	1273
718	373	575
718	222	3515
718	123	1848
718	307	1897
718	370	3307
718	827	999
718	448	1960
718	886	2486
719	503	696
719	985	2949
719	448	2784
719	163	2004
719	750	2636
719	227	3294
719	524	3224
719	360	504
719	415	3585
720	848	1163
720	107	2424
720	704	2935
720	871	658
720	216	3305
720	139	344
721	397	2739
721	319	2377
721	512	3492
721	624	786
721	973	2027
721	135	1673
722	4	1879
722	237	1853
722	376	963
722	133	2795
722	519	1394
722	279	2959
722	2	1709
722	903	3252
722	367	3597
722	912	2649
722	297	818
723	616	2929
723	493	3252
723	652	2901
723	852	1653
723	953	753
723	302	525
723	599	2531
723	342	2245
724	829	510
724	442	3146
724	926	2341
724	666	1450
724	759	2172
724	468	3428
724	579	2458
724	652	2075
724	662	1329
724	616	387
724	76	2391
725	25	2821
725	431	1658
725	129	3189
725	739	2152
725	753	1464
725	342	2927
725	708	738
725	578	1587
726	990	2423
726	646	1489
726	892	2823
726	626	3387
726	326	3297
726	395	1071
726	142	2781
727	723	907
727	254	2223
727	793	1631
727	412	2198
727	401	3369
727	39	1496
727	142	1715
727	575	3494
727	118	3023
727	296	3439
728	112	452
728	572	2894
728	585	2512
728	799	1509
728	305	2327
728	955	927
728	288	958
728	178	2285
728	28	625
729	300	1277
729	892	2942
729	557	2973
729	977	2168
729	469	3256
729	94	715
729	399	731
729	864	856
730	746	344
730	530	2969
730	593	3578
730	828	2005
730	201	2334
730	52	1091
730	273	976
731	263	3251
731	61	2827
731	396	2510
731	208	2173
731	403	2085
731	763	3049
732	309	2511
732	152	538
732	809	2028
732	820	1668
732	469	2496
732	704	1876
732	141	1481
732	702	1651
732	799	739
732	274	3574
732	96	3283
733	755	605
733	985	1726
733	578	2599
733	704	2869
733	576	1069
733	34	2783
733	924	2167
733	291	3225
733	344	3443
733	672	2849
733	540	2847
734	613	2459
734	440	2189
734	652	1733
734	702	2763
734	321	2973
734	368	3060
734	561	1429
734	358	1884
735	438	980
735	894	527
735	746	797
735	293	937
735	954	951
735	992	1867
735	230	3313
735	473	1120
735	104	3568
735	535	454
736	11	2402
736	392	534
736	494	1395
736	676	2235
736	933	2155
736	326	3483
736	355	1522
736	909	2129
737	320	3559
737	80	3558
737	69	1891
737	971	3293
737	235	3577
737	767	976
737	470	3338
737	702	2050
738	234	1338
738	518	528
738	421	2310
738	822	2016
738	201	2245
738	845	1352
738	987	1192
738	802	2983
739	329	1499
739	570	1443
739	384	1643
739	807	1521
739	734	1396
739	455	3387
739	402	3330
739	784	938
739	572	1029
739	150	2551
739	355	447
740	882	3232
740	825	1682
740	502	1796
740	106	743
740	728	2987
740	578	2138
740	861	1534
740	270	1182
740	321	3359
740	640	500
741	164	2389
741	810	3295
741	289	1109
741	990	3593
741	71	2013
741	955	1786
741	432	3117
742	397	2120
742	822	3015
742	374	2373
742	405	721
742	910	1482
742	101	1620
742	615	2726
742	39	486
742	961	2186
742	221	3082
742	346	2668
743	59	3087
743	560	3522
743	988	417
743	752	1431
743	656	2129
743	196	389
743	852	2630
743	8	1790
743	328	1220
743	989	3142
743	334	1198
744	44	1541
744	508	1569
744	943	1473
744	823	2101
744	590	899
744	784	3286
744	593	3166
744	875	1282
744	387	3304
744	116	1266
745	18	925
745	944	2278
745	220	2766
745	766	2919
745	751	3561
745	499	2470
745	425	1436
746	80	539
746	781	3279
746	610	1308
746	32	1571
746	837	2821
746	63	1327
746	930	2641
746	511	2528
747	782	3660
747	627	757
747	711	2166
747	165	3329
747	202	3015
747	496	3477
747	968	3593
747	332	3003
747	956	2601
748	686	734
748	888	2410
748	310	1416
748	817	3272
748	311	1228
748	555	1110
748	361	1883
748	713	3349
748	422	409
748	99	3047
749	382	348
749	530	1516
749	37	2472
749	768	1053
749	300	2561
749	54	3006
749	250	1697
749	982	800
749	219	3095
750	689	2985
750	705	3485
750	838	1208
750	150	2952
750	110	2834
750	245	1792
750	170	3346
751	491	2794
751	682	2407
751	26	2951
751	125	1946
751	629	3447
751	240	2700
751	789	1521
751	315	3356
751	950	3514
751	496	2298
752	653	1543
752	175	1985
752	8	1892
752	108	3202
752	353	3317
752	531	3581
752	685	499
752	518	2822
752	601	2254
752	828	987
753	986	1266
753	43	2441
753	945	3039
753	606	1298
753	659	1368
753	910	1548
753	550	671
753	65	1719
754	711	731
754	678	1219
754	869	2679
754	101	1075
754	795	1958
754	761	2099
754	9	3016
754	321	921
754	384	550
754	66	1526
755	230	1532
755	475	3401
755	812	2156
755	771	1515
755	962	1901
755	417	956
755	870	737
755	260	2219
756	46	3570
756	844	2121
756	588	2545
756	312	1885
756	964	2788
756	526	2379
756	918	1716
756	570	2458
756	845	2982
756	436	3432
757	999	2326
757	870	2926
757	204	514
757	63	1156
757	928	600
757	838	1179
758	470	2825
758	312	584
758	592	1475
758	253	1127
758	122	779
758	903	2241
758	881	1259
758	603	1007
758	986	1103
759	529	1338
759	217	374
759	421	3516
759	415	3351
759	661	695
759	933	920
759	622	989
759	830	1284
759	72	1710
759	543	675
759	117	3021
760	340	599
760	240	2000
760	896	3159
760	325	2642
760	874	1051
760	872	2778
760	573	3028
760	993	647
761	599	3129
761	199	3242
761	179	2675
761	345	3072
761	899	423
761	777	1595
761	43	1406
761	661	2996
761	379	1004
762	886	2086
762	147	2598
762	739	3493
762	614	1657
762	445	1376
762	670	2675
763	655	635
763	55	1667
763	43	822
763	471	2430
763	237	2283
763	945	1762
763	582	3163
764	223	992
764	870	839
764	224	1392
764	506	2567
764	847	1410
764	287	1757
764	606	1637
764	159	1435
764	940	3075
765	697	2537
765	175	1948
765	160	2623
765	493	2035
765	588	3338
765	529	1420
765	181	379
765	237	678
766	869	2144
766	898	3342
766	559	1120
766	512	2475
766	661	2400
766	944	3183
766	125	3544
766	330	605
767	635	442
767	59	1527
767	365	655
767	308	2912
767	177	1244
767	952	1799
768	886	650
768	294	847
768	54	1942
768	451	3034
768	939	3490
768	812	1143
768	90	3296
768	713	1240
768	192	1456
768	723	1377
768	91	1639
769	181	504
769	79	1861
769	406	461
769	672	3180
769	931	1281
769	639	1927
770	705	573
770	110	684
770	502	2744
770	895	420
770	53	1921
770	155	873
770	122	3172
770	444	2921
771	364	1403
771	880	2624
771	934	2083
771	955	1816
771	604	2169
771	408	2264
771	620	1752
771	717	1077
772	412	1386
772	161	967
772	256	1512
772	438	1116
772	246	2108
772	957	1033
772	2	1354
772	198	3293
772	592	1119
772	495	1563
772	630	1190
773	924	1981
773	312	2399
773	113	1381
773	794	2368
773	479	2034
773	823	1219
774	546	1613
774	938	2260
774	600	407
774	982	1401
774	515	3392
774	908	2346
774	683	1108
775	662	3407
775	786	760
775	443	1833
775	957	1342
775	733	1837
775	835	3573
775	424	1823
775	753	2951
775	286	1651
775	130	1280
776	736	2171
776	330	2900
776	581	1771
776	137	735
776	535	304
776	9	3352
777	388	2552
777	937	826
777	84	367
777	446	1057
777	967	2711
777	746	2902
777	89	2093
777	546	1401
777	553	1601
777	193	1030
777	774	2074
778	4	2215
778	715	748
778	912	2523
778	814	1954
778	117	325
778	399	310
778	789	2532
778	714	1565
779	288	2473
779	453	1465
779	34	1381
779	715	3188
779	253	1426
779	518	498
779	109	866
779	290	2518
779	384	2492
780	881	1569
780	23	3469
780	731	1476
780	463	3510
780	794	1936
780	928	2259
780	960	120
780	717	3374
780	681	2178
781	487	3377
781	991	505
781	762	1136
781	185	764
781	753	425
781	547	1045
781	269	441
781	120	710
782	246	2217
782	372	2244
782	595	1630
782	10	2148
782	429	2428
782	42	3517
782	601	3518
782	771	1440
782	482	2725
783	964	1321
783	115	1777
783	190	1597
783	577	2588
783	479	2276
783	741	3229
783	439	882
783	177	2287
783	682	687
783	185	3324
783	880	3123
784	225	1614
784	41	1661
784	823	3091
784	322	2698
784	358	483
784	393	3016
784	86	2611
784	969	465
784	129	3493
784	989	3220
784	545	2728
785	121	1974
785	793	2080
785	366	1638
785	833	1768
785	760	2598
785	396	711
785	409	812
785	528	1622
785	679	2138
785	896	3355
785	599	427
786	488	2433
786	443	2624
786	94	2016
786	107	1363
786	938	3470
786	704	2786
787	780	3086
787	772	1954
787	937	1641
787	462	2047
787	610	3265
787	822	2727
787	166	336
787	845	2661
787	139	859
788	431	3261
788	414	1475
788	234	2534
788	541	2870
788	827	2591
788	471	3597
789	718	2332
789	736	3541
789	533	1680
789	925	756
789	764	1306
789	251	599
789	129	1868
789	683	2654
789	447	1002
790	464	1513
790	545	1713
790	246	1070
790	508	2861
790	65	2085
790	474	1925
790	566	3052
790	664	793
790	93	3451
791	888	1194
791	226	680
791	465	2424
791	132	3398
791	58	2345
791	843	3160
791	449	678
791	136	1560
791	4	3580
792	994	1730
792	199	3397
792	45	3465
792	206	2485
792	173	1680
792	592	623
792	415	2893
793	633	3238
793	471	3522
793	124	798
793	427	1508
793	400	843
793	3	1211
794	66	1828
794	38	1560
794	795	652
794	709	1273
794	111	1832
794	608	1557
794	691	825
794	502	1556
795	373	2932
795	758	1308
795	640	2631
795	300	606
795	295	1765
795	293	1751
795	532	3580
795	840	1411
796	214	2309
796	297	2915
796	578	2235
796	794	2537
796	514	2247
796	857	1944
796	310	2123
797	871	1513
797	150	354
797	926	786
797	306	1588
797	610	701
797	372	3093
797	577	1741
797	523	3582
797	566	3173
797	259	2465
797	99	1088
798	914	2555
798	93	3092
798	761	930
798	658	1746
798	865	1080
798	264	498
799	881	2169
799	228	2225
799	516	1967
799	959	1086
799	244	1498
799	160	1933
799	102	457
799	116	1491
799	804	3487
799	392	903
799	814	312
800	897	3078
800	198	1182
800	210	2807
800	713	1441
800	652	2966
800	177	2148
800	620	3407
800	109	1559
800	107	769
800	72	3323
801	839	2154
801	182	3010
801	210	2130
801	130	2513
801	224	417
801	926	3366
801	370	2640
802	620	2359
802	983	3147
802	205	2663
802	895	1397
802	954	2571
802	344	2411
802	282	2597
802	183	715
802	874	2275
802	263	683
803	889	927
803	422	806
803	215	2899
803	800	740
803	421	1854
803	805	1484
804	364	499
804	452	1576
804	584	577
804	217	1424
804	398	2617
804	322	1690
804	810	979
805	258	1927
805	555	2682
805	639	1444
805	816	752
805	948	1314
805	593	3406
806	96	1268
806	404	528
806	702	3010
806	305	1562
806	181	2750
806	217	863
806	342	2989
806	800	2458
806	151	885
806	98	749
806	211	3298
807	670	3451
807	399	2274
807	164	3507
807	279	1046
807	565	2511
807	465	368
807	843	806
807	315	2996
807	576	1972
807	590	3557
807	463	507
808	916	3253
808	421	2469
808	804	3414
808	230	2792
808	439	1882
808	477	555
808	414	1211
808	140	1904
808	785	413
808	409	337
808	941	1859
809	549	444
809	506	761
809	714	1190
809	53	3445
809	239	1860
809	412	2099
809	841	3428
810	106	2868
810	779	3277
810	276	3264
810	1	1684
810	245	1982
810	665	2647
810	768	3027
810	653	438
811	306	2183
811	442	1760
811	480	2455
811	330	1479
811	417	3129
811	609	2337
812	55	2070
812	924	575
812	283	2444
812	922	657
812	478	2123
812	6	2938
812	964	1856
813	746	2539
813	521	2529
813	294	995
813	589	307
813	575	898
813	782	2398
813	684	3438
813	729	310
813	42	2785
813	469	2200
813	849	1678
814	873	2116
814	13	1843
814	317	2521
814	792	3499
814	815	2277
814	617	442
814	213	1327
814	550	1603
814	185	536
815	82	2819
815	881	3313
815	718	1785
815	690	3067
815	986	1080
815	772	3200
815	124	929
815	201	363
816	10	2417
816	73	1476
816	635	495
816	695	2016
816	853	3141
816	358	2459
816	485	1043
816	240	2523
817	699	2684
817	381	2368
817	243	2872
817	217	631
817	525	2635
817	688	2701
817	233	1880
817	783	572
817	771	1744
817	602	3196
817	700	791
818	424	2335
818	746	2902
818	494	2586
818	611	815
818	97	360
818	856	1095
818	338	1602
818	862	2629
819	780	2836
819	460	582
819	141	3056
819	579	423
819	786	3012
819	764	877
819	603	2241
819	870	3466
819	85	3426
819	737	2296
820	320	1100
820	414	375
820	630	2144
820	922	2388
820	132	1005
820	715	1364
820	479	2958
820	624	657
820	445	1312
820	501	944
820	179	564
821	566	3133
821	897	1343
821	476	1131
821	355	2701
821	728	1873
821	137	1615
821	974	1001
821	692	619
821	14	1165
821	613	306
822	557	1073
822	833	1910
822	219	2761
822	1000	320
822	959	1412
822	233	2161
822	333	519
822	969	1934
822	367	3236
823	219	740
823	800	3161
823	875	1922
823	240	748
823	186	1164
823	271	3139
824	806	2829
824	227	2948
824	649	1562
824	784	1766
824	524	687
824	222	2099
825	644	532
825	540	645
825	596	2268
825	624	1574
825	122	3488
825	738	3504
825	552	1345
825	956	2065
826	6	812
826	644	691
826	148	980
826	70	1706
826	429	2667
826	72	806
826	931	2109
826	903	3010
826	509	1282
826	823	2403
826	775	1597
827	446	2038
827	979	1034
827	608	2976
827	719	1873
827	159	2881
827	784	3176
828	601	2931
828	539	2870
828	466	463
828	221	3579
828	609	3133
828	779	2989
828	376	1426
829	693	2143
829	868	554
829	365	1643
829	670	1908
829	425	1094
829	485	1564
829	958	2474
829	484	1378
829	584	3319
829	852	2267
830	178	1001
830	511	1475
830	294	1754
830	969	3431
830	240	3325
830	303	3078
830	472	744
830	586	2641
831	952	978
831	90	3221
831	185	3211
831	273	3410
831	127	2408
831	495	606
831	428	3302
832	848	899
832	474	3151
832	862	3417
832	130	2995
832	800	409
832	64	980
832	367	1295
832	500	1641
832	932	2061
832	115	2950
832	439	3256
833	432	3484
833	370	2003
833	909	2316
833	326	575
833	558	2530
833	907	3358
833	254	2060
833	877	927
833	905	2712
834	540	404
834	465	2206
834	97	3060
834	266	453
834	200	583
834	154	1889
834	795	674
834	520	2432
834	723	1716
834	961	749
834	987	909
835	849	571
835	960	3107
835	33	479
835	777	899
835	351	2872
835	330	2549
835	635	3093
835	229	1251
835	266	2398
835	365	3230
836	164	621
836	58	1775
836	485	2207
836	179	2522
836	151	1279
836	742	2720
837	953	937
837	518	3219
837	838	3090
837	364	2778
837	311	2666
837	709	913
837	719	1816
837	563	1774
837	420	3541
838	796	2301
838	240	603
838	615	1271
838	41	1140
838	342	1455
838	652	1349
838	542	1185
838	932	1649
839	513	3097
839	581	1933
839	427	2892
839	528	2003
839	435	890
839	685	3188
839	268	2012
839	700	2306
839	258	2267
840	712	1617
840	953	1103
840	154	660
840	6	2281
840	89	2143
840	32	2341
840	28	1961
840	399	2693
840	454	1210
840	546	1072
841	687	1917
841	771	3009
841	626	690
841	398	1003
841	775	3318
841	373	2900
842	966	3015
842	899	3038
842	795	388
842	937	881
842	55	1505
842	336	2805
842	656	405
842	715	3564
842	983	3083
842	796	2359
842	883	2858
843	558	1974
843	313	1475
843	96	1585
843	333	2921
843	700	1021
843	294	2181
843	613	2802
843	326	886
843	573	3435
843	368	887
844	691	1856
844	86	2469
844	57	711
844	817	2461
844	808	2834
844	93	3150
844	278	956
844	511	1206
844	188	1205
844	161	3365
844	983	2146
845	427	2854
845	551	1290
845	417	1376
845	806	2514
845	643	3167
845	41	823
845	968	1664
846	537	1408
846	524	3452
846	112	841
846	825	2343
846	677	3448
846	93	2978
846	565	1687
846	33	3289
847	652	3349
847	325	2859
847	954	1315
847	145	2795
847	881	1309
847	606	528
847	153	1693
847	565	2677
848	377	3229
848	695	847
848	540	2512
848	332	3430
848	543	1473
848	200	974
848	513	3124
848	843	3333
848	706	1790
848	395	1107
848	966	1325
849	826	367
849	328	3506
849	118	2419
849	949	2892
849	455	1020
849	353	746
849	237	3233
850	293	1782
850	897	643
850	717	1634
850	243	525
850	132	2558
850	145	3510
851	503	2518
851	925	3019
851	455	3367
851	108	635
851	249	3558
851	265	1951
851	168	1837
851	374	1688
852	222	825
852	103	2513
852	203	1284
852	472	1700
852	640	402
852	923	2599
852	217	790
852	592	1252
852	135	1858
852	333	876
853	890	1543
853	340	1921
853	125	1673
853	58	1180
853	280	1011
853	576	2472
853	336	2220
854	85	2392
854	40	1697
854	789	1992
854	984	720
854	699	535
854	974	1254
854	154	2090
854	377	1257
854	222	1914
855	158	814
855	715	1238
855	18	932
855	817	705
855	451	2366
855	147	2940
855	117	1023
855	221	944
856	158	561
856	731	1698
856	351	2612
856	959	3557
856	718	3518
856	455	1991
856	569	442
856	436	1175
857	527	1411
857	122	678
857	762	1750
857	294	3518
857	111	1901
857	645	3441
857	630	2724
857	253	2900
857	459	1051
857	44	695
857	898	487
858	893	1508
858	857	1530
858	595	845
858	78	1904
858	822	2534
858	679	2021
859	493	1303
859	69	2154
859	410	2503
859	650	626
859	250	1425
859	755	1521
859	704	3543
859	959	2835
859	518	391
860	455	1376
860	511	2298
860	969	1999
860	502	1699
860	111	1022
860	624	2678
860	407	1893
860	613	741
861	904	1330
861	728	588
861	14	1149
861	655	1934
861	117	2765
861	12	2130
861	614	2890
861	582	665
861	459	3503
861	665	1908
862	449	897
862	468	3223
862	613	3313
862	891	3425
862	968	2241
862	1000	1334
862	430	505
863	654	1675
863	301	906
863	806	1085
863	872	3170
863	339	596
863	418	1169
863	792	3385
863	846	1410
863	586	2961
863	384	2187
864	170	1604
864	165	2557
864	150	2473
864	627	1671
864	519	1043
864	868	371
864	715	2111
864	522	2673
864	173	1188
864	199	875
865	510	2843
865	987	1368
865	513	2868
865	201	348
865	683	2104
865	995	3550
865	404	304
865	462	2505
865	633	1745
865	727	1569
865	688	2950
866	859	2213
866	886	2668
866	379	1512
866	180	90
866	665	1312
866	164	3380
866	262	338
866	982	1022
866	498	2765
866	552	3500
866	204	1642
867	997	2137
867	416	3415
867	717	1180
867	460	3017
867	936	1957
867	569	2445
867	898	2662
867	960	1543
867	615	931
867	593	1325
867	238	2816
868	324	1865
868	856	3159
868	103	3251
868	841	428
868	4	2500
868	974	2547
868	666	2673
868	892	1699
868	979	2325
868	239	1407
869	457	444
869	712	566
869	16	3111
869	423	809
869	573	2613
869	864	2748
869	315	3035
870	427	754
870	27	519
870	662	3216
870	829	2903
870	490	1579
870	4	1387
870	785	1597
870	975	2767
871	433	3487
871	961	2625
871	559	1721
871	222	2810
871	570	435
871	723	1190
871	201	1815
871	534	3018
871	226	1569
871	211	497
871	235	474
872	338	3168
872	713	2004
872	149	2495
872	150	806
872	139	3178
872	74	2561
872	743	1572
872	960	3240
873	190	1035
873	270	1244
873	692	2199
873	530	805
873	479	2910
873	358	1156
873	809	2716
873	734	340
873	727	3092
874	162	3327
874	173	1148
874	152	2503
874	696	3214
874	885	2067
874	740	1353
875	244	1816
875	725	3309
875	508	2323
875	579	1503
875	394	1027
875	29	1068
875	911	2038
875	848	3501
875	260	690
876	292	403
876	319	1063
876	376	60
876	608	2764
876	732	2427
876	917	639
876	770	2100
876	198	3351
877	298	1962
877	938	1439
877	580	2001
877	51	1900
877	724	507
877	60	1267
877	272	3426
877	560	817
878	386	1026
878	470	3218
878	90	1806
878	910	1054
878	294	919
878	686	2327
878	42	3133
879	948	771
879	955	802
879	932	2899
879	986	302
879	757	1455
879	29	1111
880	908	1489
880	922	3233
880	392	3156
880	995	2112
880	76	905
880	116	573
880	916	1831
880	837	2340
880	18	1158
880	627	1558
880	854	1135
881	775	1372
881	897	3034
881	732	2712
881	309	1781
881	343	1848
881	967	786
881	679	1014
881	693	5080
882	529	537
882	198	1630
882	584	3140
882	685	2444
882	907	175
882	476	1540
882	728	1857
883	600	3465
883	626	543
883	723	898
883	387	3328
883	578	1460
883	865	2110
883	133	3138
883	177	2042
883	181	3184
883	221	3596
883	391	957
884	393	977
884	343	3315
884	713	3378
884	714	947
884	649	1670
884	233	2845
884	158	360
884	772	2368
884	322	3116
884	45	1031
885	479	3468
885	955	1843
885	489	754
885	31	2041
885	622	2158
885	987	3340
885	316	919
885	125	1151
886	847	1195
886	680	2177
886	396	1193
886	892	3318
886	22	2055
886	345	2922
886	493	3525
886	564	1018
887	697	3144
887	5	1626
887	131	3580
887	800	1835
887	286	492
887	232	962
887	99	1383
888	707	969
888	590	405
888	400	2752
888	932	620
888	756	1629
888	75	872
888	761	3513
888	312	3553
888	17	993
888	857	1332
889	795	2457
889	674	2908
889	303	991
889	370	3240
889	467	2492
889	713	3508
889	725	2267
890	587	2347
890	311	2255
890	841	3212
890	132	1451
890	7	695
890	518	1077
890	233	2328
890	734	3323
890	245	578
891	357	1949
891	166	905
891	999	621
891	530	1443
891	222	1960
891	685	302
891	272	2039
891	824	962
892	43	1291
892	136	1229
892	192	986
892	460	2996
892	920	3355
892	606	2142
892	456	3397
892	228	2948
892	323	2930
893	669	504
893	219	1613
893	226	545
893	317	2197
893	89	2541
893	740	690
893	896	2305
893	772	2495
894	995	3026
894	535	2239
894	879	808
894	695	1317
894	612	1049
894	340	3259
894	284	1728
894	247	1784
894	568	1753
894	618	587
895	675	1611
895	67	558
895	184	2096
895	386	1950
895	904	3312
895	422	1382
895	130	853
896	21	3434
896	684	1507
896	237	676
896	736	3060
896	121	3592
896	976	1954
896	75	1660
897	949	488
897	734	1731
897	661	2318
897	724	3041
897	857	3090
897	556	3548
898	952	763
898	766	3208
898	313	2602
898	971	2095
898	39	3122
898	398	1198
898	966	2393
898	75	1524
898	248	951
898	827	743
899	458	796
899	873	2688
899	200	3147
899	248	678
899	336	1910
899	81	406
900	816	1128
900	916	1703
900	337	1629
900	244	421
900	388	1982
900	542	2993
900	467	1418
900	208	1269
900	932	3524
901	760	3534
901	598	1211
901	621	1567
901	981	3526
901	175	688
901	952	1411
901	101	740
901	502	2883
901	150	3217
901	418	2038
902	723	1992
902	182	2451
902	279	443
902	729	3202
902	968	1427
902	725	1255
902	183	363
902	623	2972
902	511	1029
902	899	1900
903	94	2742
903	131	2789
903	151	2071
903	75	1990
903	365	1771
903	449	791
904	164	2688
904	590	788
904	461	1620
904	464	1921
904	886	1731
904	634	2267
904	548	1041
904	105	1911
904	360	897
904	274	1852
904	398	3442
905	445	3137
905	224	576
905	570	574
905	443	789
905	92	2043
905	358	2260
905	918	1118
905	747	2834
905	197	2326
905	100	2202
906	49	2746
906	616	2250
906	549	3239
906	775	823
906	646	2859
906	68	885
907	750	490
907	75	3355
907	314	3383
907	280	320
907	148	2027
907	935	3068
907	564	1496
907	451	1509
907	139	2474
907	321	200
907	641	1162
908	466	530
908	493	1359
908	188	2976
908	707	2515
908	535	2586
908	469	2061
908	500	1531
909	124	606
909	29	1546
909	345	2204
909	814	2223
909	906	3480
909	408	2454
909	686	2261
909	737	689
910	690	1995
910	55	2882
910	80	2486
910	933	2807
910	852	3046
910	383	2234
910	289	2846
910	685	2387
910	125	2693
911	220	2160
911	742	690
911	594	801
911	849	2217
911	450	3112
911	286	190
911	619	2389
912	869	2762
912	976	787
912	794	2925
912	412	2608
912	116	977
912	65	2806
912	187	1684
912	920	948
912	791	2948
913	968	2587
913	369	1647
913	179	639
913	439	3312
913	963	2518
913	947	842
914	169	1566
914	506	2197
914	479	3523
914	636	2730
914	467	3133
914	228	1984
914	494	3125
914	767	688
915	819	3212
915	68	3000
915	640	2319
915	949	659
915	748	3380
915	832	1249
916	828	2304
916	146	785
916	169	1455
916	582	3161
916	326	2412
916	671	950
917	674	1970
917	592	2699
917	931	1201
917	467	1421
917	718	1323
917	909	597
918	445	2715
918	809	3196
918	951	916
918	634	3447
918	185	1434
918	801	972
918	135	928
918	860	3594
918	769	1518
919	394	3426
919	598	1398
919	433	2471
919	718	1426
919	247	1451
919	470	521
920	18	712
920	102	976
920	592	2834
920	681	686
920	727	2349
920	246	3186
920	618	3009
920	819	3271
920	28	1040
920	250	1799
920	297	1246
921	875	2067
921	743	1730
921	136	3179
921	56	2752
921	330	1193
921	686	1806
921	801	2526
921	965	2352
921	756	1387
921	606	703
921	450	1785
922	800	2611
922	231	329
922	979	1923
922	61	2790
922	647	1434
922	619	642
922	538	830
922	251	3342
923	77	1128
923	946	2529
923	757	1601
923	693	2493
923	924	2787
923	481	1782
923	107	1503
923	559	1646
923	530	481
923	644	1521
923	263	1115
924	522	3194
924	514	2943
924	636	1672
924	939	3004
924	163	1015
924	414	634
924	94	3278
924	86	921
925	294	523
925	644	3446
925	528	727
925	6	2941
925	646	1591
925	750	2538
925	762	3133
925	396	2085
925	192	861
926	187	2561
926	648	1432
926	52	2529
926	524	2226
926	644	802
926	58	1127
926	41	3083
927	928	2141
927	627	1356
927	365	2325
927	697	2021
927	579	1736
927	127	672
927	47	2376
927	327	1225
927	98	1929
928	297	1481
928	259	2616
928	14	1117
928	463	3021
928	356	1314
928	415	2313
928	866	656
928	975	1233
928	408	1264
928	913	703
928	150	2504
929	705	2170
929	546	3270
929	797	440
929	764	3034
929	765	1019
929	74	2396
929	823	2668
930	552	2580
930	274	3459
930	501	1591
930	115	826
930	288	3542
930	765	2365
930	532	3124
931	341	3591
931	325	1695
931	943	3503
931	947	2565
931	793	832
931	994	1687
931	184	2537
931	605	2223
932	24	2127
932	139	3291
932	21	2136
932	169	3101
932	285	1641
932	43	1729
932	256	98
932	254	3483
933	477	2964
933	370	1281
933	861	2678
933	236	1908
933	715	3128
933	154	2352
933	858	1390
933	561	341
933	727	1950
934	874	1257
934	872	1177
934	359	1323
934	844	942
934	877	579
934	798	3199
934	726	1072
934	6	3572
934	214	2688
934	560	1048
935	850	765
935	760	2823
935	713	2899
935	432	3357
935	995	2544
935	891	2598
936	676	1807
936	819	2413
936	221	3499
936	968	1852
936	718	3488
936	789	940
936	371	435
936	347	2451
936	81	3239
936	885	1406
936	812	3196
937	15	646
937	796	2996
937	384	2289
937	93	2558
937	926	1115
937	943	304
937	607	1775
937	876	1596
937	278	1151
938	551	1560
938	335	1031
938	519	3548
938	349	2945
938	263	637
938	698	1415
938	839	2004
938	315	421
938	139	1711
938	777	545
938	658	3259
939	877	2888
939	250	2732
939	730	1165
939	913	2201
939	377	3412
939	886	3275
939	889	2902
939	703	2290
939	544	1891
939	288	2563
940	278	3193
940	969	1783
940	482	2926
940	524	1146
940	112	3155
940	640	781
940	1000	4500
940	12	1679
940	858	1778
941	871	1781
941	401	1213
941	911	614
941	545	1616
941	981	3173
941	160	731
941	294	3378
941	945	535
941	845	3313
941	910	1630
942	534	2362
942	90	686
942	661	2932
942	599	1741
942	342	3588
942	474	1675
942	944	368
942	175	3540
942	805	1406
943	189	3043
943	863	1995
943	988	2274
943	466	1705
943	45	2470
943	835	1089
943	475	2325
943	258	3217
944	632	2384
944	808	3329
944	386	2276
944	101	3422
944	118	2201
944	589	3337
944	462	3277
944	840	3097
944	920	2578
945	334	592
945	749	2504
945	176	3254
945	594	2255
945	585	3085
945	433	3444
945	482	644
945	299	2923
945	384	2908
946	356	386
946	519	2792
946	455	2979
946	549	3351
946	266	1209
946	817	3038
946	202	1486
946	516	425
946	299	320
947	430	1782
947	542	2887
947	907	855
947	644	732
947	163	2996
947	904	2524
947	357	603
948	210	2571
948	192	2272
948	525	1893
948	494	733
948	467	556
948	716	3240
949	617	2713
949	777	1410
949	231	516
949	256	3184
949	436	1982
949	95	818
949	1	2390
949	543	1861
949	774	1934
949	733	1366
950	541	1310
950	765	1006
950	209	537
950	481	2925
950	555	3130
950	115	1056
951	787	3067
951	428	2818
951	947	427
951	528	1424
951	449	1038
951	399	2534
952	586	3225
952	653	2862
952	480	3277
952	196	1412
952	793	438
952	878	611
952	710	2566
952	216	1934
953	178	2606
953	535	604
953	597	717
953	750	1252
953	327	2203
953	465	2797
953	947	1043
953	137	3069
953	682	1220
954	301	3265
954	626	616
954	529	2421
954	482	3257
954	383	806
954	826	657
954	657	765
955	611	2160
955	379	663
955	894	1276
955	64	1855
955	906	2044
955	651	3504
955	350	1579
955	493	1278
955	317	1431
955	677	2077
955	160	2312
956	233	2065
956	946	2288
956	311	1422
956	998	1690
956	966	390
956	189	1858
956	790	3075
957	568	2246
957	726	2315
957	913	783
957	932	3341
957	416	3364
957	832	3465
957	897	1674
957	612	1726
957	526	969
957	703	998
957	256	1740
958	960	3578
